地區,大廈名單,個案最後到訪日期,相關個案編號,Latitude,Longitude,update_time
中西區,樹福大廈,2022-07-10,,22.27943,114.15487,2022-07-14 11:14:24.578348
中西區,錦翠園,2022-07-10,,22.28405,114.14426,2022-07-14 11:14:24.578348
中西區,寶翠園2座,2022-07-10,,22.28469,114.13307,2022-07-14 11:14:24.578348
中西區,寶德大廈,2022-07-10,,22.26812,114.18409,2022-07-14 11:14:24.578348
中西區,觀龍樓A座,2022-07-10,,22.27989,114.12833,2022-07-14 11:14:24.578348
中西區,Akvo Hotel,2022-07-09,,22.28505,114.15145,2022-07-14 11:14:24.578348
中西區,三多大樓,2022-07-09,,22.28662,114.13973,2022-07-14 11:14:24.578348
中西區,文咸東街142-146號,2022-07-09,,22.28617,114.14913,2022-07-14 11:14:24.578348
中西區,永翠閣,2022-07-09,,22.28635,114.14107,2022-07-14 11:14:24.578348
中西區,先施西環大廈,2022-07-09,,22.2814,114.12667,2022-07-14 11:14:24.578348
中西區,好利閣,2022-07-09,,22.27658,114.1544,2022-07-14 11:14:24.578348
中西區,西寧閣,2022-07-09,,22.28129,114.12075,2022-07-14 11:14:24.578348
中西區,泓都1座,2022-07-09,,22.28343,114.12615,2022-07-14 11:14:24.578348
中西區,采逸軒,2022-07-09,,22.2831,114.12884,2022-07-14 11:14:24.578348
中西區,金堅大廈,2022-07-09,,22.283,114.15042,2022-07-14 11:14:24.578348
中西區,金豪閣,2022-07-09,,22.28218,114.12676,2022-07-14 11:14:24.578348
中西區,帝景園4座,2022-07-09,,22.27524,114.15288,2022-07-14 11:14:24.578348
中西區,星輝大廈,2022-07-09,,22.28752,114.14467,2022-07-14 11:14:24.578348
中西區,盈基花園桃李閣,2022-07-09,,22.28319,114.1308,2022-07-14 11:14:24.578348
中西區,美華大廈,2022-07-09,,22.33091,114.16294,2022-07-14 11:14:24.578348
中西區,殷樺花園1期,2022-07-09,,22.28152,114.14832,2022-07-14 11:14:24.578348
中西區,偉景閣,2022-07-09,,22.30732,114.16801,2022-07-14 11:14:24.578348
中西區,荷李活華庭B座,2022-07-09,,22.28415,114.15096,2022-07-14 11:14:24.578348
中西區,創業中心C座,2022-07-09,,22.28606,114.13691,2022-07-14 11:14:24.578348
中西區,惠園,2022-07-09,,22.2751,114.15731,2022-07-14 11:14:24.578348
中西區,華輝大廈,2022-07-09,,22.27916,114.12957,2022-07-14 11:14:24.578348
中西區,雅苑,2022-07-09,,22.47205,114.1965,2022-07-14 11:14:24.578348
中西區,僑成大樓,2022-07-09,,22.28708,114.14153,2022-07-14 11:14:24.578348
中西區,僑發大廈,2022-07-09,,22.28659,114.1464,2022-07-14 11:14:24.578348
中西區,嘉利大廈,2022-07-09,,22.28239,114.1527,2022-07-14 11:14:24.578348
中西區,嘉發商業中心,2022-07-09,,22.28565,114.15053,2022-07-14 11:14:24.578348
中西區,瑧璈,2022-07-09,,22.28772,114.13914,2022-07-14 11:14:24.578348
中西區,銀行大廈,2022-07-09,,,,2022-07-14 11:14:24.578348
中西區,慧源閣,2022-07-09,,22.28128,114.15229,2022-07-14 11:14:24.578348
中西區,翰林峰,2022-07-09,,22.28554,114.13653,2022-07-14 11:14:24.578348
中西區,賴恩樓,2022-07-09,,22.28656,114.14763,2022-07-14 11:14:24.578348
中西區,聯基新樓,2022-07-09,,22.28193,114.12732,2022-07-14 11:14:24.578348
中西區,聯發新樓,2022-07-09,,22.28159,114.12765,2022-07-14 11:14:24.578348
中西區,寶威閣,2022-07-09,,22.28425,114.14578,2022-07-14 11:14:24.578348
中西區,寶德大廈,2022-07-09,,22.26812,114.18409,2022-07-14 11:14:24.578348
中西區,山市街19號,2022-07-08,,22.28227,114.13067,2022-07-14 11:14:24.578348
中西區,加惠臺2座,2022-07-08,,22.28165,114.12485,2022-07-14 11:14:24.578348
中西區,均益大廈2期B座,2022-07-08,,22.28753,114.13787,2022-07-14 11:14:24.578348
中西區,怡富閣,2022-07-08,,22.28017,114.1511,2022-07-14 11:14:24.578348
中西區,東盛臺,2022-07-08,,22.28373,114.14986,2022-07-14 11:14:24.578348
中西區,欣翠閣,2022-07-08,,22.28441,114.14898,2022-07-14 11:14:24.578348
中西區,采文軒,2022-07-08,,22.28448,114.14081,2022-07-14 11:14:24.578348
中西區,城暉大廈,2022-07-08,,22.28485,114.13136,2022-07-14 11:14:24.578348
中西區,帝后華庭3座,2022-07-08,,22.28706,114.14765,2022-07-14 11:14:24.578348
中西區,帝豪閣C座,2022-07-08,,22.28231,114.14477,2022-07-14 11:14:24.578348
中西區,梅芳街21號,2022-07-08,,22.28755,114.14345,2022-07-14 11:14:24.578348
中西區,荷李活道79號,2022-07-08,,22.28346,114.15261,2022-07-14 11:14:24.578348
中西區,華亭閣,2022-07-08,,22.44277,114.03205,2022-07-14 11:14:24.578348
中西區,華寶大廈,2022-07-08,,22.30638,114.18672,2022-07-14 11:14:24.578348
中西區,雅賓利大廈,2022-07-08,,22.27775,114.15482,2022-07-14 11:14:24.578348
中西區,嘉輝花園B座,2022-07-08,,22.28032,114.12892,2022-07-14 11:14:24.578348
中西區,廣豐臺2座,2022-07-08,,22.286,114.13878,2022-07-14 11:14:24.578348
中西區,樂信臺3座,2022-07-08,,22.27947,114.1534,2022-07-14 11:14:24.578348
中西區,學士臺1座,2022-07-08,,22.2824,114.13203,2022-07-14 11:14:24.578348
中西區,翰林峰3座,2022-07-08,,22.28554,114.13653,2022-07-14 11:14:24.578348
中西區,錦興大廈,2022-07-08,,22.28355,114.12875,2022-07-14 11:14:24.578348
中西區,龍翔花園,2022-07-08,,22.285,114.13149,2022-07-14 11:14:24.578348
中西區,聯邦花園威尼斯閣,2022-07-08,,22.28192,114.14524,2022-07-14 11:14:24.578348
中西區,寶德臺,2022-07-08,,22.27406,114.16187,2022-07-14 11:14:24.578348
中西區,觀龍樓1座,2022-07-08,,22.2803,114.12703,2022-07-14 11:14:24.578348
中西區,Lexington Hill,2022-07-07,,22.28243,114.12958,2022-07-14 11:14:24.578348
中西區,大新閣,2022-07-07,,22.28592,114.13225,2022-07-14 11:14:24.578348
中西區,大興樓,2022-07-07,,22.28414,114.14996,2022-07-14 11:14:24.578348
中西區,文華大廈,2022-07-07,,22.28562,114.15249,2022-07-14 11:14:24.578348
中西區,加惠臺1座,2022-07-07,,22.2816,114.12453,2022-07-14 11:14:24.578348
中西區,百年大樓1座,2022-07-07,,22.28187,114.12576,2022-07-14 11:14:24.578348
中西區,西園長蓁閣,2022-07-07,,22.28637,114.14148,2022-07-14 11:14:24.578348
中西區,西環邨中苑臺,2022-07-07,,22.28132,114.12589,2022-07-14 11:14:24.578348
中西區,西環邨東苑臺,2022-07-07,,22.28124,114.12621,2022-07-14 11:14:24.578348
中西區,利華大廈,2022-07-07,,22.28801,114.14472,2022-07-14 11:14:24.578348
中西區,佳景閣,2022-07-07,,22.28522,114.13509,2022-07-14 11:14:24.578348
中西區,和益大廈,2022-07-07,,22.28704,114.14317,2022-07-14 11:14:24.578348
中西區,宜順大廈,2022-07-07,,22.28606,114.14185,2022-07-14 11:14:24.578348
中西區,尚嶺,2022-07-07,,22.28412,114.13623,2022-07-14 11:14:24.578348
中西區,泓都3座,2022-07-07,,22.28283,114.12653,2022-07-14 11:14:24.578348
中西區,花園台2座,2022-07-07,,22.27594,114.15431,2022-07-14 11:14:24.578348
中西區,金谷大廈,2022-07-07,,22.28303,114.14982,2022-07-14 11:14:24.578348
中西區,金庭居,2022-07-07,,22.28141,114.15164,2022-07-14 11:14:24.578348
中西區,金堂大廈,2022-07-07,,22.28257,114.12731,2022-07-14 11:14:24.578348
中西區,金寶閣,2022-07-07,,,,2022-07-14 11:14:24.578348
中西區,南海大廈,2022-07-07,,22.28397,114.13028,2022-07-14 11:14:24.578348
中西區,南雄大廈A座,2022-07-07,,22.28536,114.132,2022-07-14 11:14:24.578348
中西區,美菲閣2座,2022-07-07,,22.28208,114.12777,2022-07-14 11:14:24.578348
中西區,浚峯,2022-07-07,,22.28147,114.12719,2022-07-14 11:14:24.578348
中西區,高街15號,2022-07-07,,22.28522,114.14331,2022-07-14 11:14:24.578348
中西區,堅都大廈,2022-07-07,,22.2816,114.15133,2022-07-14 11:14:24.578348
中西區,堅麗閣,2022-07-07,,22.27621,114.15735,2022-07-14 11:14:24.578348
中西區,康樂大廈,2022-07-07,,,,2022-07-14 11:14:24.578348
中西區,富康樓,2022-07-07,,22.28847,114.14096,2022-07-14 11:14:24.578348
中西區,隆基大樓,2022-07-07,,22.28255,114.12942,2022-07-14 11:14:24.578348
中西區,愛都大廈3座,2022-07-07,,22.27514,114.15662,2022-07-14 11:14:24.578348
中西區,萬城閣,2022-07-07,,22.28175,114.15254,2022-07-14 11:14:24.578348
中西區,嘉兆臺2座,2022-07-07,,22.27933,114.15281,2022-07-14 11:14:24.578348
中西區,嘉輝花園A座,2022-07-07,,22.28012,114.12899,2022-07-14 11:14:24.578348
中西區,福陞閣,2022-07-07,,22.28597,114.14869,2022-07-14 11:14:24.578348
中西區,福澤花園B座,2022-07-07,,22.28112,114.15088,2022-07-14 11:14:24.578348
中西區,綠意居,2022-07-07,,22.28344,114.1306,2022-07-14 11:14:24.578348
中西區,翠錦園,2022-07-07,,22.2819,114.14621,2022-07-14 11:14:24.578348
中西區,翡翠閣,2022-07-07,,22.28377,114.13019,2022-07-14 11:14:24.578348
中西區,樂信臺1座,2022-07-07,,22.27904,114.15314,2022-07-14 11:14:24.578348
中西區,輝煌豪園,2022-07-07,,22.2805,114.15096,2022-07-14 11:14:24.578348
中西區,縉城峰2座,2022-07-07,,22.28637,114.14267,2022-07-14 11:14:24.578348
中西區,羲皇臺5座,2022-07-07,,22.28289,114.1314,2022-07-14 11:14:24.578348
中西區,翰林峰2座,2022-07-07,,22.28554,114.13653,2022-07-14 11:14:24.578348
中西區,翰庭軒,2022-07-07,,22.2816,114.15191,2022-07-14 11:14:24.578348
中西區,豫苑1座,2022-07-07,,22.28458,114.14469,2022-07-14 11:14:24.578348
中西區,鴨巴甸街13號,2022-07-07,,22.28392,114.15278,2022-07-14 11:14:24.578348
中西區,龍豐閣,2022-07-07,,22.28694,114.13621,2022-07-14 11:14:24.578348
中西區,聯興新樓,2022-07-07,,22.28164,114.1279,2022-07-14 11:14:24.578348
中西區,謝斐道522號,2022-07-07,,22.28098,114.1839,2022-07-14 11:14:24.578348
中西區,禮賢閣B座,2022-07-07,,22.28403,114.14119,2022-07-14 11:14:24.578348
中西區,豐逸大廈,2022-07-07,,22.28546,114.14266,2022-07-14 11:14:24.578348
中西區,麗景大廈,2022-07-07,,22.28142,114.12104,2022-07-14 11:14:24.578348
中西區,麗賢閣,2022-07-07,,22.28512,114.14096,2022-07-14 11:14:24.578348
中西區,寶慶大廈,2022-07-07,,22.28463,114.14679,2022-07-14 11:14:24.578348
中西區,觀龍樓E座,2022-07-07,,22.28043,114.1276,2022-07-14 11:14:24.578348
中西區,Imperial Kennedy,2022-07-06,,22.28253,114.12862,2022-07-14 11:14:24.578348
中西區,永華大廈,2022-07-06,,22.27783,114.22924,2022-07-14 11:14:24.578348
中西區,兆宜大廈,2022-07-06,,22.28632,114.13312,2022-07-14 11:14:24.578348
中西區,西環邨南苑臺,2022-07-06,,22.28078,114.12573,2022-07-14 11:14:24.578348
中西區,亞洲大廈,2022-07-06,,22.28369,114.15702,2022-07-14 11:14:24.578348
中西區,恆琪園,2022-07-06,,22.27483,114.12774,2022-07-14 11:14:24.578348
中西區,皇后大道西227號,2022-07-06,,22.28698,114.14401,2022-07-14 11:14:24.578348
中西區,殷豪閣,2022-07-06,,22.27842,114.15227,2022-07-14 11:14:24.578348
中西區,海都樓A座,2022-07-06,,22.28464,114.13156,2022-07-14 11:14:24.578348
中西區,海傍大廈,2022-07-06,,22.28366,114.13005,2022-07-14 11:14:24.578348
中西區,康威花園B座,2022-07-06,,22.28718,114.14974,2022-07-14 11:14:24.578348
中西區,創業中心B座,2022-07-06,,22.28632,114.13684,2022-07-14 11:14:24.578348
中西區,景輝大廈,2022-07-06,,,,2022-07-14 11:14:24.578348
中西區,順昌大廈,2022-07-06,,22.28273,114.12746,2022-07-14 11:14:24.578348
中西區,萬和閣,2022-07-06,,22.28634,114.15049,2022-07-14 11:14:24.578348
中西區,禧利大廈,2022-07-06,,22.28477,114.15094,2022-07-14 11:14:24.578348
中西區,藝里坊2號,2022-07-06,,22.28749,114.14111,2022-07-14 11:14:24.578348
中西區,八達大廈,2022-07-05,,22.28672,114.14215,2022-07-14 11:14:24.578348
中西區,中苑臺,2022-07-05,,22.28132,114.12589,2022-07-14 11:14:24.578348
中西區,太古樓,2022-07-05,,22.28373,114.13967,2022-07-14 11:14:24.578348
中西區,俊賢閣,2022-07-05,,22.33633,114.15316,2022-07-14 11:14:24.578348
中西區,威威商業大廈,2022-07-05,,22.28542,114.15238,2022-07-14 11:14:24.578348
中西區,帝后華庭2座,2022-07-05,,22.28684,114.14703,2022-07-14 11:14:24.578348
中西區,帝景園1座,2022-07-05,,22.27609,114.15262,2022-07-14 11:14:24.578348
中西區,帝華臺,2022-07-05,,22.28077,114.15142,2022-07-14 11:14:24.578348
中西區,恒陞大樓,2022-07-05,,22.28505,114.14149,2022-07-14 11:14:24.578348
中西區,堅苑,2022-07-05,,22.28312,114.14963,2022-07-14 11:14:24.578348
中西區,荷李活華庭A座,2022-07-05,,22.28413,114.15133,2022-07-14 11:14:24.578348
中西區,創業中心A座,2022-07-05,,22.28664,114.13672,2022-07-14 11:14:24.578348
中西區,華冠大廈,2022-07-05,,22.28482,114.14953,2022-07-14 11:14:24.578348
中西區,愛都大廈2座,2022-07-05,,22.27522,114.15605,2022-07-14 11:14:24.578348
中西區,嘉兆臺3座,2022-07-05,,22.27947,114.15262,2022-07-14 11:14:24.578348
中西區,嘉富大廈B座,2022-07-05,,22.28342,114.12763,2022-07-14 11:14:24.578348
中西區,聚安樓,2022-07-05,,22.27541,114.15701,2022-07-14 11:14:24.578348
中西區,曉峯閣1座,2022-07-05,,22.27499,114.15229,2022-07-14 11:14:24.578348
中西區,曉譽,2022-07-05,,22.28476,114.13677,2022-07-14 11:14:24.578348
中西區,中亞大樓,2022-07-04,,22.28699,114.13776,2022-07-14 11:14:24.578348
中西區,五福大廈A座,2022-07-04,,22.28383,114.12864,2022-07-14 11:14:24.578348
中西區,四季滙,2022-07-04,,22.28632,114.15714,2022-07-14 11:14:24.578348
中西區,正德大廈,2022-07-04,,22.28775,114.14134,2022-07-14 11:14:24.578348
中西區,永樂街233號,2022-07-04,,22.28764,114.14819,2022-07-14 11:14:24.578348
中西區,列堤頓道33號,2022-07-04,,22.28338,114.14226,2022-07-14 11:14:24.578348
中西區,百好大樓,2022-07-04,,22.28614,114.13394,2022-07-14 11:14:24.578348
中西區,西街41號,2022-07-04,,22.28503,114.14867,2022-07-14 11:14:24.578348
中西區,西邊街13-17號,2022-07-04,,22.28584,114.14058,2022-07-14 11:14:24.578348
中西區,居仁閣,2022-07-04,,22.28552,114.13879,2022-07-14 11:14:24.578348
中西區,明愛大廈,2022-07-04,,22.27885,114.15424,2022-07-14 11:14:24.578348
中西區,珍珠閣A座,2022-07-04,,22.28461,114.13095,2022-07-14 11:14:24.578348
中西區,珍珠閣B座,2022-07-04,,22.28439,114.13116,2022-07-14 11:14:24.578348
中西區,皇后大道西20號,2022-07-04,,22.28655,114.14806,2022-07-14 11:14:24.578348
中西區,皇后大道西306號,2022-07-04,,22.28679,114.14193,2022-07-14 11:14:24.578348
中西區,眀徳山,2022-07-04,,22.28473,114.14083,2022-07-14 11:14:24.578348
中西區,美意居,2022-07-04,,22.2867,114.1479,2022-07-14 11:14:24.578348
中西區,家安大廈,2022-07-04,,22.28682,114.13742,2022-07-14 11:14:24.578348
中西區,般咸道18號,2022-07-04,,22.28363,114.14622,2022-07-14 11:14:24.578348
中西區,雍慧閣,2022-07-04,,22.28468,114.14295,2022-07-14 11:14:24.578348
中西區,嘉兆臺4座,2022-07-04,,22.27978,114.15254,2022-07-14 11:14:24.578348
中西區,嘉賢大廈,2022-07-04,,22.32628,114.21511,2022-07-14 11:14:24.578348
中西區,慧華閣,2022-07-04,,22.28062,114.12927,2022-07-14 11:14:24.578348
中西區,蔚然,2022-07-04,,22.28208,114.14972,2022-07-14 11:14:24.578348
中西區,蔚巒閣1座,2022-07-04,,22.28226,114.14771,2022-07-14 11:14:24.578348
中西區,豫苑2座,2022-07-04,,22.28457,114.14506,2022-07-14 11:14:24.578348
中西區,錦明閣,2022-07-04,,22.28538,114.13763,2022-07-14 11:14:24.578348
中西區,聯友新樓,2022-07-04,,22.2824,114.12782,2022-07-14 11:14:24.578348
中西區,藝里坊1號,2022-07-04,,22.28749,114.14111,2022-07-14 11:14:24.578348
中西區,CM+壹棠酒店及服務式公寓,2022-07-03,,22.28764,114.1496,2022-07-14 11:14:24.578348
中西區,中興閣,2022-07-03,,22.28225,114.15203,2022-07-14 11:14:24.578348
中西區,世銀花苑,2022-07-03,,22.28519,114.1474,2022-07-14 11:14:24.578348
中西區,皇后大道西11號,2022-07-03,,22.28644,114.14861,2022-07-14 11:14:24.578348
中西區,皇后大道西208號,2022-07-03,,22.2867,114.14415,2022-07-14 11:14:24.578348
中西區,皇后大道西28號,2022-07-03,,22.28664,114.14796,2022-07-14 11:14:24.578348
